factor,ticker,k,sign,r_disc,t_disc,replicated
metals,543A.T,8,1.0,0.1409,3.04,False
metals,5802.T,17,-1.0,-0.1484,-3.18,False
metals,6146.T,7,1.0,0.1438,3.11,False
metals,6273.T,1,-1.0,-0.1537,-3.35,False
metals,6501.T,24,-1.0,-0.1416,-3.0,False
metals,6841.T,8,1.0,0.1441,3.11,False
metals,7201.T,8,1.0,0.1802,3.92,False
metals,7202.T,8,1.0,0.1506,3.26,False
metals,7203.T,25,-1.0,-0.1472,-3.12,False
metals,7261.T,24,-1.0,-0.1493,-3.17,False
metals,7269.T,18,-1.0,-0.1908,-4.11,False
metals,7951.T,2,1.0,0.1644,3.59,False
metals,8015.T,25,-1.0,-0.1478,-3.14,False
metals,8031.T,6,1.0,0.1556,3.37,False
metals,8053.T,13,-1.0,-0.1523,-3.28,False
metals,8058.T,6,1.0,0.1997,4.37,False
metals,8306.T,3,1.0,0.1535,3.34,False
metals,8316.T,3,1.0,0.1551,3.38,False
metals,8411.T,3,1.0,0.152,3.31,False
metals,8604.T,14,1.0,0.1587,3.41,False
metals,8725.T,12,-1.0,-0.1506,-3.05,False
metals,8795.T,2,-1.0,-0.1649,-3.6,False
metals,8801.T,4,1.0,0.1423,3.09,True
metals,8802.T,4,1.0,0.1423,3.09,False
metals,9735.T,3,-1.0,-0.1391,-3.02,False
metals,9766.T,5,1.0,0.1544,3.35,False
metals,2579.T,15,1.0,0.158,3.39,False
metals,2670.T,15,1.0,0.1458,3.13,False
metals,3105.T,23,-1.0,-0.1432,-3.04,False
metals,3360.T,24,1.0,0.1433,3.04,False
metals,4114.T,6,-1.0,-0.1469,-3.18,False
metals,4202.T,6,-1.0,-0.1474,-3.19,False
metals,4203.T,9,-1.0,-0.1394,-3.01,False
metals,4205.T,7,1.0,0.155,3.36,False
metals,4401.T,15,-1.0,-0.1401,-3.0,False
metals,4403.T,14,-1.0,-0.1921,-4.16,False
metals,4536.T,3,-1.0,-0.1468,-3.19,False
metals,4544.T,26,1.0,0.1849,3.94,False
metals,4732.T,10,1.0,0.1427,3.07,False
metals,5105.T,7,1.0,0.1492,3.23,False
metals,5110.T,6,-1.0,-0.1428,-3.09,False
metals,5393.T,12,1.0,0.1438,3.09,False
metals,6136.T,11,1.0,0.1613,3.48,False
metals,6806.T,15,-1.0,-0.1488,-3.19,False
metals,6856.T,19,-1.0,-0.1407,-3.0,False
metals,7259.T,8,1.0,0.1492,3.22,False
metals,7276.T,8,1.0,0.167,3.62,False
metals,7550.T,6,-1.0,-0.1559,-3.38,False
metals,7956.T,17,1.0,0.1858,4.0,False
metals,8060.T,26,1.0,0.1607,3.41,False
metals,8242.T,21,1.0,0.1466,3.12,False
metals,8334.T,20,-1.0,-0.1511,-3.22,False
metals,8359.T,8,-1.0,-0.1457,-3.15,False
metals,9468.T,16,-1.0,-0.4116,-3.56,False
metals,1419.T,5,1.0,0.3746,4.8,False
metals,1663.T,26,-1.0,-0.2966,-3.11,False
metals,1926.T,7,-1.0,-0.1389,-3.0,False
metals,1961.T,6,-1.0,-0.1478,-3.2,False
metals,2154.T,18,1.0,0.1538,3.28,False
metals,2175.T,19,1.0,0.1537,3.13,False
metals,2281.T,21,1.0,0.1445,3.08,False
metals,2678.T,4,-1.0,-0.1391,-3.02,False
metals,2681.T,6,-1.0,-0.1532,-3.32,False
metals,2931.T,17,1.0,0.2652,3.42,False
metals,3034.T,12,1.0,0.1656,3.27,False
metals,3036.T,8,1.0,0.1479,3.01,False
metals,3182.T,12,-1.0,-0.2631,-3.2,False
metals,3387.T,13,-1.0,-0.1825,-3.95,False
metals,4044.T,6,-1.0,-0.1781,-3.88,False
metals,4046.T,2,-1.0,-0.1382,-3.0,False
metals,4095.T,8,1.0,0.1462,3.16,False
metals,4109.T,20,-1.0,-0.1568,-3.35,False
metals,4369.T,11,1.0,0.1658,3.51,False
metals,4471.T,6,-1.0,-0.1438,-3.11,False
metals,4553.T,14,-1.0,-0.1555,-3.34,False
metals,4958.T,21,1.0,0.1529,3.26,False
metals,4996.T,19,-1.0,-0.1544,-3.3,False
metals,5943.T,14,-1.0,-0.1426,-3.06,False
metals,5949.T,8,1.0,0.1586,3.43,False
metals,6140.T,3,-1.0,-0.1418,-3.08,False
metals,6250.T,4,1.0,0.1394,3.02,False
metals,6508.T,26,-1.0,-0.2061,-4.41,False
metals,6588.T,7,1.0,0.1555,3.37,False
metals,6768.T,24,-1.0,-0.1561,-3.32,False
metals,6804.T,9,-1.0,-0.1755,-3.81,False
metals,6866.T,10,1.0,0.1499,3.23,False
metals,6908.T,1,1.0,0.1641,3.58,False
metals,7220.T,8,1.0,0.1696,3.68,False
metals,7239.T,8,1.0,0.1501,3.24,False
metals,7241.T,8,1.0,0.1463,3.16,False
metals,7242.T,8,1.0,0.1554,3.36,False
metals,7246.T,4,1.0,0.1551,3.37,False
metals,7278.T,8,1.0,0.18,3.91,False
metals,7296.T,7,1.0,0.1763,3.83,False
metals,7513.T,15,1.0,0.1506,3.23,False
metals,7606.T,6,-1.0,-0.1599,-3.47,False
metals,7613.T,5,1.0,0.1416,3.07,False
metals,7762.T,2,1.0,0.1544,3.36,False
metals,7826.T,1,1.0,0.2041,4.49,False
metals,7915.T,7,1.0,0.1593,3.45,False
metals,7947.T,24,1.0,0.1629,3.47,False
metals,7970.T,7,1.0,0.1432,3.1,False
metals,7994.T,8,-1.0,-0.1752,-3.8,False
metals,8051.T,2,-1.0,-0.1381,-3.0,False
metals,8130.T,4,-1.0,-0.1475,-3.2,False
metals,8133.T,9,-1.0,-0.1407,-3.03,False
metals,8848.T,25,-1.0,-0.1581,-3.36,False
metals,8892.T,4,1.0,0.1441,3.13,False
metals,9551.T,15,-1.0,-0.4337,-3.44,False
metals,9605.T,13,-1.0,-0.1452,-3.12,False
copper,3092.T,15,-1.0,-0.2369,-3.42,False
copper,3382.T,8,-1.0,-0.2091,-3.05,False
copper,4021.T,14,1.0,0.2118,3.05,False
copper,4519.T,13,1.0,0.2265,3.28,False
copper,5411.T,13,-1.0,-0.2455,-3.57,False
copper,5803.T,25,1.0,0.2148,3.01,False
copper,6273.T,20,-1.0,-0.222,-3.15,False
copper,6645.T,14,1.0,0.2091,3.01,False
copper,6723.T,25,-1.0,-0.2223,-3.12,False
copper,6770.T,22,-1.0,-0.2424,-3.44,False
copper,6857.T,6,1.0,0.2417,3.57,False
copper,7202.T,21,-1.0,-0.2235,-3.17,True
copper,7733.T,26,1.0,0.2368,3.32,False
copper,8031.T,13,-1.0,-0.2155,-3.11,False
copper,8058.T,13,-1.0,-0.2436,-3.54,False
copper,8604.T,16,-1.0,-0.2135,-3.06,False
copper,2212.T,18,-1.0,-0.2857,-4.15,False
copper,2531.T,20,-1.0,-0.2185,-3.1,False
copper,2809.T,18,-1.0,-0.2421,-3.48,False
copper,3288.T,2,1.0,0.2751,3.08,False
copper,3591.T,12,1.0,0.2334,3.4,False
copper,3941.T,10,1.0,0.2528,3.71,False
copper,4045.T,18,-1.0,-0.2842,-4.13,False
copper,4204.T,17,1.0,0.2276,3.26,False
copper,4516.T,14,-1.0,-0.2645,-3.86,False
copper,4665.T,8,-1.0,-0.2312,-3.39,False
copper,4912.T,8,-1.0,-0.2128,-3.11,False
copper,4927.T,15,-1.0,-0.2325,-3.35,False
copper,5105.T,6,-1.0,-0.2174,-3.2,False
copper,6005.T,4,-1.0,-0.2344,-3.48,False
copper,6268.T,25,-1.0,-0.2284,-3.21,False
copper,6925.T,23,1.0,0.2255,3.18,False
copper,7003.T,10,1.0,0.2297,3.35,False
copper,7240.T,5,1.0,0.2073,3.05,False
copper,7476.T,18,-1.0,-0.2396,-3.44,False
copper,7616.T,26,1.0,0.2154,3.01,False
copper,8242.T,12,1.0,0.2311,3.36,False
copper,8595.T,25,-1.0,-0.2386,-3.36,False
copper,9934.T,5,1.0,0.206,3.03,False
copper,9962.T,18,-1.0,-0.217,-3.1,False
copper,1419.T,5,1.0,0.2656,3.27,False
copper,1515.T,5,1.0,0.257,3.83,False
copper,1975.T,8,-1.0,-0.2181,-3.19,False
copper,2124.T,15,1.0,0.2205,3.17,False
copper,2154.T,22,-1.0,-0.2227,-3.15,False
copper,2168.T,23,-1.0,-0.248,-3.52,False
copper,2590.T,4,-1.0,-0.2191,-3.24,False
copper,2874.T,2,-1.0,-0.3022,-4.59,False
copper,3034.T,19,-1.0,-0.2188,-3.12,False
copper,3097.T,4,-1.0,-0.2337,-3.47,False
copper,3106.T,8,-1.0,-0.2136,-3.12,False
copper,3148.T,25,-1.0,-0.2202,-3.09,False
copper,3182.T,12,-1.0,-0.2833,-3.47,False
copper,3668.T,25,-1.0,-0.2528,-3.26,False
copper,4078.T,5,1.0,0.2136,3.15,False
copper,4095.T,26,1.0,0.2229,3.12,False
copper,4187.T,20,1.0,0.2335,3.33,False
copper,4290.T,8,-1.0,-0.2191,-3.21,False
copper,4634.T,8,-1.0,-0.2377,-3.5,False
copper,4819.T,19,-1.0,-0.2583,-3.72,False
copper,4914.T,26,1.0,0.2153,3.01,False
copper,4975.T,26,1.0,0.2323,3.26,False
copper,4996.T,8,-1.0,-0.2089,-3.05,False
copper,5482.T,18,-1.0,-0.2302,-3.29,False
copper,6101.T,18,-1.0,-0.2229,-3.18,False
copper,6287.T,7,1.0,0.2461,3.64,False
copper,6315.T,20,1.0,0.2358,3.36,False
copper,6419.T,14,-1.0,-0.2447,-3.55,False
copper,6590.T,17,1.0,0.219,3.13,False
copper,6630.T,2,-1.0,-0.2221,-3.3,False
copper,6651.T,7,1.0,0.2295,3.38,False
copper,6750.T,8,1.0,0.2262,3.32,False
copper,6999.T,18,-1.0,-0.2146,-3.06,False
copper,7224.T,6,-1.0,-0.2381,-3.52,False
copper,7296.T,3,1.0,0.2086,3.08,False
copper,7595.T,5,1.0,0.2124,3.13,False
copper,7762.T,20,1.0,0.2129,3.02,False
copper,7826.T,21,1.0,0.2449,3.49,False
copper,7864.T,7,1.0,0.2144,3.14,False
copper,7966.T,8,-1.0,-0.2285,-3.35,False
copper,7976.T,8,-1.0,-0.2074,-3.03,False
copper,8016.T,1,1.0,0.2461,3.69,False
copper,8194.T,25,-1.0,-0.3095,-4.45,False
copper,8346.T,1,1.0,0.214,3.18,False
copper,8360.T,2,-1.0,-0.2749,-4.14,False
copper,8361.T,22,1.0,0.2304,3.26,False
copper,8616.T,23,-1.0,-0.2183,-3.08,False
copper,8850.T,11,1.0,0.2073,3.0,False
copper,9119.T,5,1.0,0.2141,3.15,False
copper,9793.T,25,-1.0,-0.2548,-3.6,False
copper,9824.T,5,1.0,0.2104,3.1,False
copper,9832.T,12,1.0,0.211,3.05,False
copper,9882.T,12,1.0,0.2089,3.02,False
copper,9889.T,4,-1.0,-0.2894,-4.36,False
copper,9936.T,14,-1.0,-0.243,-3.53,False
alum,1721.T,20,-1.0,-0.4263,-3.74,False
alum,3099.T,3,1.0,0.3491,3.33,False
alum,3697.T,12,1.0,0.3999,3.26,False
alum,4151.T,7,-1.0,-0.3344,-3.09,False
alum,4523.T,5,-1.0,-0.3379,-3.17,False
alum,4689.T,1,-1.0,-0.35,-3.38,False
alum,4704.T,5,1.0,0.329,3.08,False
alum,4755.T,16,1.0,0.3713,3.27,False
alum,5802.T,8,-1.0,-0.3547,-3.29,False
alum,6645.T,23,1.0,0.3625,3.01,False
alum,6702.T,25,-1.0,-0.3911,-3.24,False
alum,6758.T,24,1.0,0.3807,3.16,False
alum,6963.T,24,-1.0,-0.382,-3.17,False
alum,7004.T,23,1.0,0.37,3.08,False
alum,7013.T,4,1.0,0.3319,3.13,False
alum,7202.T,4,1.0,0.3695,3.53,True
alum,7203.T,4,1.0,0.3238,3.04,False
alum,7211.T,4,1.0,0.3391,3.2,False
alum,7261.T,4,1.0,0.4709,4.74,True
alum,8253.T,20,-1.0,-0.414,-3.61,False
alum,8267.T,7,-1.0,-0.3262,-3.01,False
alum,8316.T,11,-1.0,-0.3339,-3.01,False
alum,8725.T,17,1.0,0.3595,3.13,False
alum,9766.T,19,-1.0,-0.4454,-3.98,False
alum,1959.T,19,-1.0,-0.3729,-3.22,False
alum,2531.T,20,-1.0,-0.3734,-3.19,False
alum,3064.T,4,-1.0,-0.3314,-3.12,False
alum,3116.T,10,-1.0,-0.3494,-3.19,False
alum,3774.T,9,-1.0,-0.4028,-3.79,False
alum,3941.T,9,-1.0,-0.3709,-3.44,False
alum,4202.T,10,-1.0,-0.3468,-3.16,False
alum,4631.T,4,1.0,0.4103,4.0,False
alum,5232.T,12,-1.0,-0.3505,-3.15,False
alum,6269.T,16,-1.0,-0.3478,-3.04,False
alum,6370.T,23,1.0,0.4557,3.97,False
alum,6674.T,8,-1.0,-0.3866,-3.63,True
alum,6707.T,4,1.0,0.3699,3.54,False
alum,6869.T,1,-1.0,-0.3396,-3.27,False
alum,6925.T,14,1.0,0.3813,3.43,False
alum,7240.T,19,1.0,0.3994,3.49,False
alum,8020.T,8,-1.0,-0.3487,-3.22,False
alum,8424.T,6,-1.0,-0.3502,-3.28,False
alum,8593.T,23,1.0,0.4105,3.49,False
alum,9449.T,14,-1.0,-0.3768,-3.38,False
alum,9934.T,7,1.0,0.3278,3.02,False
alum,9989.T,25,-1.0,-0.3787,-3.12,False
alum,1301.T,7,1.0,0.3959,3.76,False
alum,1950.T,19,-1.0,-0.3651,-3.14,False
alum,1968.T,17,-1.0,-0.3489,-3.02,False
alum,2157.T,12,1.0,0.3544,3.19,False
alum,2220.T,2,1.0,0.3273,3.12,False
alum,2678.T,4,-1.0,-0.366,-3.5,False
alum,2681.T,17,-1.0,-0.3545,-3.08,False
alum,2733.T,25,-1.0,-0.3919,-3.24,False
alum,2874.T,17,-1.0,-0.3653,-3.19,False
alum,3182.T,16,-1.0,-0.403,-3.6,False
alum,3762.T,26,-1.0,-0.4132,-3.43,False
alum,3778.T,8,-1.0,-0.3652,-3.4,False
alum,4216.T,1,1.0,0.3299,3.16,False
alum,4471.T,1,-1.0,-0.3193,-3.05,False
alum,4722.T,23,1.0,0.387,3.25,False
alum,4849.T,19,-1.0,-0.4005,-3.5,False
alum,4914.T,3,-1.0,-0.3189,-3.01,False
alum,5331.T,15,-1.0,-0.3484,-3.06,False
alum,5943.T,7,1.0,0.4044,3.85,False
alum,6013.T,12,1.0,0.339,3.04,False
alum,6036.T,15,-1.0,-0.4316,-3.14,False
alum,6080.T,25,-1.0,-0.3721,-3.05,False
alum,6140.T,2,-1.0,-0.3231,-3.07,False
alum,6315.T,22,1.0,0.3714,3.12,False
alum,6395.T,24,-1.0,-0.3875,-3.23,False
alum,6463.T,24,-1.0,-0.3871,-3.23,False
alum,6999.T,4,1.0,0.3343,3.15,False
alum,7224.T,10,-1.0,-0.3988,-3.72,False
alum,7595.T,26,-1.0,-0.3806,-3.11,False
alum,7613.T,12,-1.0,-0.3854,-3.52,False
alum,8022.T,26,-1.0,-0.4018,-3.31,False
alum,8061.T,16,-1.0,-0.3542,-3.1,False
alum,8237.T,21,1.0,0.38,3.23,False
alum,8346.T,17,1.0,0.4014,3.56,False
alum,8803.T,9,1.0,0.3542,3.26,False
alum,8897.T,22,1.0,0.3727,3.14,False
alum,9551.T,15,-1.0,-0.4935,-4.05,False
alum,9603.T,2,-1.0,-0.3312,-3.16,False
alum,9605.T,1,-1.0,-0.3269,-3.13,False
alum,9757.T,19,-1.0,-0.3987,-3.48,False
iron,2871.T,12,-1.0,-0.2106,-3.45,False
iron,4021.T,5,-1.0,-0.2037,-3.38,False
iron,4755.T,17,1.0,0.1863,3.01,False
iron,5108.T,6,1.0,0.1894,3.13,False
iron,5706.T,14,-1.0,-0.2224,-3.64,False
iron,6367.T,24,-1.0,-0.1918,-3.06,False
iron,6702.T,22,-1.0,-0.2032,-3.26,False
iron,7731.T,9,1.0,0.1852,3.04,False
iron,7733.T,1,1.0,0.1962,3.27,False
iron,8309.T,15,-1.0,-0.2219,-3.63,False
iron,8697.T,10,1.0,0.1879,3.08,False
iron,9432.T,9,-1.0,-0.187,-3.07,False
iron,9602.T,5,-1.0,-0.2133,-3.55,False
iron,1860.T,23,1.0,0.2076,3.33,False
iron,3088.T,12,-1.0,-0.184,-3.0,False
iron,3197.T,4,-1.0,-0.4073,-3.48,False
iron,3288.T,20,-1.0,-0.3179,-3.61,False
iron,4204.T,11,1.0,0.1948,3.19,False
iron,4527.T,14,1.0,0.1895,3.08,False
iron,4626.T,9,-1.0,-0.1972,-3.24,False
iron,4768.T,22,-1.0,-0.2447,-3.97,False
iron,5444.T,12,1.0,0.1884,3.07,False
iron,5463.T,2,-1.0,-0.2534,-4.28,False
iron,5471.T,23,1.0,0.2018,3.23,False
iron,6323.T,15,-1.0,-0.23,-3.77,False
iron,6925.T,17,1.0,0.1931,3.12,False
iron,7458.T,22,-1.0,-0.222,-3.58,False
iron,7867.T,1,-1.0,-0.2401,-4.05,False
iron,7956.T,23,1.0,0.2226,3.58,False
iron,7988.T,7,-1.0,-0.1946,-3.21,False
iron,8056.T,24,-1.0,-0.2152,-3.45,False
iron,8418.T,2,-1.0,-0.1847,-3.07,False
iron,8570.T,11,1.0,0.1864,3.05,False
iron,9449.T,10,1.0,0.1893,3.1,False
iron,9627.T,12,-1.0,-0.2165,-3.56,False
iron,1301.T,23,1.0,0.1893,3.02,False
iron,1870.T,1,1.0,0.1844,3.07,False
iron,1975.T,18,1.0,0.1862,3.0,False
iron,2124.T,19,-1.0,-0.2095,-3.39,False
iron,2220.T,22,-1.0,-0.196,-3.14,False
iron,2379.T,24,1.0,0.1902,3.03,False
iron,2695.T,2,-1.0,-0.1913,-3.18,False
iron,2733.T,5,-1.0,-0.2044,-3.39,False
iron,2767.T,4,1.0,0.2059,3.43,False
iron,2931.T,14,1.0,0.2408,3.09,False
iron,3034.T,22,-1.0,-0.1955,-3.13,False
iron,3110.T,18,-1.0,-0.1873,-3.02,False
iron,3148.T,10,1.0,0.2096,3.45,False
iron,3387.T,12,-1.0,-0.1947,-3.18,False
iron,3636.T,7,-1.0,-0.1824,-3.0,False
iron,3765.T,5,1.0,0.2005,3.33,False
iron,3778.T,24,-1.0,-0.2021,-3.23,False
iron,3865.T,4,1.0,0.1812,3.0,False
iron,4041.T,19,1.0,0.1948,3.14,False
iron,4521.T,22,-1.0,-0.1903,-3.05,False
iron,4686.T,18,-1.0,-0.1861,-3.0,False
iron,4812.T,22,-1.0,-0.2273,-3.67,False
iron,5208.T,9,-1.0,-0.2268,-3.75,False
iron,5715.T,23,1.0,0.2041,3.27,False
iron,6222.T,3,1.0,0.1971,3.28,False
iron,6250.T,6,1.0,0.1998,3.31,False
iron,6278.T,19,-1.0,-0.2827,-4.66,False
iron,6432.T,19,-1.0,-0.2085,-3.37,False
iron,6588.T,18,1.0,0.1861,3.0,False
iron,7630.T,21,-1.0,-0.1886,-3.02,False
iron,7744.T,15,1.0,0.2037,3.32,False
iron,7990.T,23,1.0,0.2005,3.21,False
iron,8125.T,21,-1.0,-0.2018,-3.25,False
iron,8237.T,26,-1.0,-0.2193,-3.5,False
iron,8367.T,3,-1.0,-0.1992,-3.32,False
iron,8370.T,26,-1.0,-0.3358,-3.7,False
iron,8388.T,2,-1.0,-0.2085,-3.48,False
iron,8524.T,19,1.0,0.2499,3.32,False
iron,8544.T,16,1.0,0.196,3.18,False
iron,8600.T,3,-1.0,-0.1921,-3.19,False
iron,8613.T,20,-1.0,-0.2108,-3.4,False
iron,8848.T,15,-1.0,-0.2293,-3.76,False
iron,8892.T,18,-1.0,-0.199,-3.22,False
iron,8934.T,3,1.0,0.1826,3.03,False
iron,9722.T,23,1.0,0.2177,3.5,False
iron,9746.T,2,-1.0,-0.1959,-3.26,False
iron,9757.T,11,1.0,0.228,3.76,False
gold,1332.T,10,1.0,0.1516,3.33,False
gold,1808.T,2,-1.0,-0.1661,-3.68,False
gold,1925.T,12,1.0,0.1389,3.03,False
gold,2002.T,11,1.0,0.1637,3.59,False
gold,2413.T,21,1.0,0.2136,4.68,False
gold,2432.T,6,-1.0,-0.1715,-3.79,False
gold,2801.T,20,-1.0,-0.1712,-3.73,False
gold,2914.T,12,-1.0,-0.1851,-4.07,False
gold,3086.T,2,-1.0,-0.1555,-3.44,False
gold,3382.T,10,-1.0,-0.1619,-3.56,False
gold,3401.T,1,-1.0,-0.175,-3.89,False
gold,3402.T,1,-1.0,-0.1672,-3.71,False
gold,4004.T,1,-1.0,-0.1626,-3.61,False
gold,4021.T,2,-1.0,-0.1482,-3.28,False
gold,4183.T,1,-1.0,-0.168,-3.73,False
gold,4502.T,10,-1.0,-0.1825,-4.02,False
gold,4503.T,21,1.0,0.1508,3.27,False
gold,4507.T,11,1.0,0.1407,3.08,False
gold,4523.T,1,1.0,0.1632,3.62,False
gold,4568.T,5,1.0,0.149,3.28,False
gold,4578.T,26,1.0,0.2037,3.35,False
gold,4704.T,3,-1.0,-0.2111,-4.72,False
gold,4901.T,15,1.0,0.1445,3.15,False
gold,4902.T,5,-1.0,-0.1559,-3.44,False
gold,5301.T,2,-1.0,-0.2013,-4.49,True
gold,5401.T,3,1.0,0.157,3.47,False
gold,5631.T,2,-1.0,-0.1866,-4.15,False
gold,5802.T,11,-1.0,-0.1959,-4.33,False
gold,6146.T,7,1.0,0.1513,3.33,False
gold,6301.T,3,1.0,0.1488,3.29,False
gold,6367.T,21,-1.0,-0.151,-3.27,False
gold,6471.T,6,1.0,0.1713,3.79,False
gold,6503.T,3,1.0,0.1399,3.09,False
gold,6506.T,11,-1.0,-0.1507,-3.3,False
gold,6645.T,1,-1.0,-0.1424,-3.15,False
gold,6857.T,20,-1.0,-0.1388,-3.01,False
gold,6954.T,3,1.0,0.1572,3.48,False
gold,7012.T,20,1.0,0.1553,3.37,True
gold,7261.T,3,1.0,0.1429,3.15,False
gold,7532.T,21,1.0,0.1849,4.03,False
gold,7731.T,7,1.0,0.1905,4.22,False
gold,7733.T,3,1.0,0.2136,4.78,False
gold,7751.T,13,1.0,0.1483,3.24,False
gold,8015.T,6,1.0,0.1647,3.64,False
gold,8031.T,6,1.0,0.1426,3.14,False
gold,8304.T,9,1.0,0.1435,3.15,False
gold,8308.T,5,-1.0,-0.1787,-3.96,False
gold,8316.T,8,-1.0,-0.1787,-3.95,False
gold,8331.T,8,-1.0,-0.1752,-3.87,False
gold,8411.T,5,-1.0,-0.1492,-3.29,False
gold,8591.T,14,1.0,0.1771,3.89,False
gold,8725.T,6,-1.0,-0.2874,-6.01,False
gold,8766.T,6,-1.0,-0.1613,-3.56,False
gold,8804.T,1,-1.0,-0.1562,-3.46,False
gold,9101.T,1,-1.0,-0.1675,-3.72,False
gold,9104.T,11,-1.0,-0.1916,-4.23,False
gold,9432.T,1,1.0,0.1747,3.88,False
gold,9502.T,2,1.0,0.1405,3.1,False
gold,9532.T,21,1.0,0.1752,3.81,False
gold,9602.T,21,1.0,0.1505,3.26,False
gold,9766.T,1,1.0,0.159,3.53,False
gold,9843.T,21,1.0,0.15,3.25,False
gold,1414.T,15,1.0,0.1425,3.1,False
gold,1820.T,19,1.0,0.1392,3.02,False
gold,1893.T,6,-1.0,-0.1633,-3.6,False
gold,1911.T,10,-1.0,-0.1496,-3.28,False
gold,1969.T,3,1.0,0.1599,3.54,False
gold,2181.T,6,-1.0,-0.1538,-3.01,False
gold,2206.T,21,1.0,0.1445,3.13,False
gold,2331.T,13,-1.0,-0.1593,-3.49,True
gold,2579.T,21,1.0,0.1602,3.48,True
gold,2607.T,21,1.0,0.1694,3.68,False
gold,2670.T,11,1.0,0.1754,3.86,False
gold,2784.T,21,1.0,0.1488,3.22,False
gold,2809.T,2,1.0,0.1749,3.88,False
gold,2810.T,2,1.0,0.1825,4.06,False
gold,2811.T,21,1.0,0.1388,3.0,False
gold,2875.T,21,1.0,0.202,4.42,False
gold,2897.T,21,1.0,0.147,3.18,False
gold,3038.T,19,-1.0,-0.1474,-3.2,False
gold,3048.T,19,1.0,0.1593,3.19,False
gold,3088.T,21,1.0,0.1433,3.1,False
gold,3105.T,5,-1.0,-0.1451,-3.2,False
gold,3107.T,18,-1.0,-0.1685,-3.67,False
gold,3349.T,10,-1.0,-0.231,-5.15,False
gold,3391.T,21,1.0,0.1679,3.65,False
gold,3626.T,3,-1.0,-0.1389,-3.06,False
gold,3635.T,3,-1.0,-0.1574,-3.48,False
gold,3774.T,1,1.0,0.1842,4.1,False
gold,4062.T,26,-1.0,-0.1407,-3.03,True
gold,417A.T,10,-1.0,-0.1453,-3.18,False
gold,4202.T,10,-1.0,-0.1427,-3.13,False
gold,4204.T,21,1.0,0.1515,3.28,False
gold,4516.T,10,-1.0,-0.1582,-3.47,False
gold,4527.T,21,1.0,0.197,4.3,False
gold,4528.T,10,-1.0,-0.156,-3.42,False
gold,4536.T,21,1.0,0.1711,3.72,False
gold,4540.T,21,1.0,0.2154,4.73,False
gold,4544.T,21,1.0,0.1627,3.53,False
gold,4587.T,10,1.0,0.3071,3.68,False
gold,4612.T,19,-1.0,-0.1492,-3.24,False
gold,4613.T,19,-1.0,-0.1454,-3.15,False
gold,4665.T,21,1.0,0.1901,4.15,False
gold,4666.T,21,1.0,0.1659,3.6,False
gold,4676.T,10,-1.0,-0.1803,-3.97,False
gold,4684.T,13,-1.0,-0.2127,-4.7,False
gold,4733.T,9,1.0,0.1825,4.03,False
gold,4912.T,2,1.0,0.1498,3.31,False
gold,4967.T,2,1.0,0.1726,3.83,False
